# id;truck;length;width;weight;
18234;83;9;2;1;
18235;169;9;6;1;
18236;152;10;10;1;
18237;45;10;10;1;
18238;141;1;1;1;
18239;51;2;2;1;
18240;146;5;2;97;
18241;63;1;1;1;
18242;132;8;6;1;
18243;88;1;1;1;
18244;130;7;2;1;
18245;156;6;5;1;
18246;169;9;6;1;
18247;165;3;1;338;
18248;69;9;8;1;
18249;94;2;1;1;
18250;185;9;3;1;
18251;187;2;2;1;
18252;83;3;1;1;
18253;125;2;1;1;
18254;196;8;2;1;
18255;12;9;2;1;
18256;140;3;1;1;
18257;42;3;2;1;
18258;162;2;2;1;
18259;158;6;4;1;
18260;73;8;2;1;
18261;38;3;3;1;
18262;98;9;8;1;
18263;139;3;1;1;
18264;89;2;1;334;
18265;112;8;6;1;
18266;7;2;2;1;
18267;163;3;3;1;
18268;12;1;1;1;
18269;169;2;1;1;
18270;42;2;1;1;
18271;145;10;8;1;
18272;17;2;1;1;
18273;51;3;2;4;
18274;183;1;1;1;
18275;25;4;2;1;
18276;100;2;2;1;
18277;31;3;1;1;
18278;7;1;1;1;
18279;36;2;1;1;
18280;148;3;1;21;
18281;24;1;1;1;
18282;129;9;3;1;
18283;59;6;6;1;
18284;169;3;2;1;
18285;170;11;8;1;
18286;70;8;2;1;
18287;85;3;1;1;
18288;150;1;1;1;
18289;105;2;2;1;
18290;145;1;1;1;
18291;148;1;1;1;
18292;168;3;2;1;
18293;44;1;1;1;
18294;94;5;3;1;
18295;63;11;2;1;
18296;159;1;1;1;
18297;169;10;10;1;
18298;141;4;1;1;
18299;10;3;2;1;
18300;92;1;1;1;
18301;176;9;5;1;
18302;42;3;2;73;
18303;1;9;5;118;
18304;146;3;2;1;
18305;4;8;7;1;
18306;152;3;1;1;
18307;187;3;1;1;
18308;50;3;2;1;
18309;162;2;2;394;
18310;23;3;3;1;
18311;154;8;1;1;
18312;62;1;1;1;
18313;148;2;2;1;
18314;69;10;8;1;
18315;171;10;6;1;
18316;21;2;1;1;
18317;194;8;6;1;
18318;16;2;1;1;
18319;20;2;1;1;
18320;31;3;1;1;
18321;168;3;2;1;
18322;76;8;1;1;
18323;96;2;1;1;
18324;132;1;1;1;
18325;109;2;2;1;
18326;75;2;1;1;
18327;99;11;1;1;
18328;133;1;1;1;
18329;92;3;3;1;
18330;46;3;1;1;
18331;100;7;2;1;
18332;73;3;1;1;
18333;177;2;2;1;
18334;128;2;2;1;
18335;196;3;2;1;
18336;103;3;2;1;
18337;133;3;1;1;
18338;119;9;3;191;
18339;125;1;1;1;
18340;160;3;1;1;
18341;4;2;2;1;
18342;110;3;2;1;
18343;28;3;1;1;
18344;112;2;1;1;
18345;146;2;1;1;
18346;119;9;9;1;
18347;168;5;3;304;
18348;22;7;6;1;
18349;64;3;1;1;
18350;135;9;1;1;
18351;73;2;2;1;
18352;1;5;1;1;
18353;99;1;1;1;
18354;109;6;2;1;
18355;13;3;1;1;
18356;183;5;1;1;
18357;185;3;1;1;
18358;59;3;2;1;
18359;29;7;2;1;
18360;109;2;2;1;
18361;70;1;1;1;
18362;99;3;2;1;
18363;177;3;3;1;
18364;20;1;1;1;
18365;97;11;8;60;
18366;164;6;2;1;
18367;99;4;2;1;
18368;6;1;1;1;
18369;114;11;8;1;
18370;139;1;1;1;
18371;133;3;1;1;
18372;15;8;3;1;
18373;166;3;1;1;
18374;8;1;1;1;
18375;56;3;2;1;
18376;143;1;1;1;
18377;111;2;1;1;
18378;77;3;1;1;
18379;28;2;2;1;
18380;63;3;2;1;
18381;147;3;3;1;
18382;145;2;1;1;
18383;179;3;2;1;
18384;117;3;1;1;
18385;200;3;1;1;
18386;139;2;2;1;
18387;160;3;1;1;
18388;104;9;7;1;
18389;36;8;5;1;
18390;121;2;1;1;
18391;30;1;1;1;
18392;64;3;1;1;
18393;73;9;1;1;
18394;117;3;2;1;
18395;145;1;1;1;
18396;99;11;3;1;
18397;51;11;1;1;
18398;166;1;1;1;
18399;185;2;1;1;
18400;162;1;1;1;
18401;169;3;2;1;
18402;198;5;3;1;
18403;124;1;1;1;
18404;112;11;8;1;
18405;56;3;1;1;
18406;162;7;3;1;
18407;76;1;1;1;
18408;96;7;3;1;
18409;150;3;3;1;
18410;38;8;8;1;
18411;198;1;1;1;
18412;46;2;1;1;
18413;90;2;2;1;
18414;139;4;3;1;
18415;157;3;3;1;
18416;157;1;1;1;
18417;165;3;3;1;
18418;33;11;5;1;
18419;197;8;2;1;
18420;37;1;1;1;
18421;104;2;1;1;
18422;197;1;1;1;
18423;113;3;1;1;
18424;63;7;6;1;
18425;72;6;5;1;
18426;8;2;1;1;
18427;16;2;1;1;
18428;146;1;1;1;
18429;188;3;2;1;
18430;83;3;1;1;
18431;155;1;1;1;
18432;75;3;1;1;
18433;74;9;9;1;
18434;125;7;3;1;
18435;126;8;3;1;
18436;18;8;2;1;
18437;51;1;1;1;
18438;121;2;1;1;
18439;28;3;3;122;
18440;3;3;1;1;
18441;32;10;10;1;
18442;24;2;1;1;
18443;175;3;3;110;
18444;176;3;2;1;
18445;70;1;1;1;
18446;186;3;3;1;
18447;113;3;3;1;
18448;56;3;2;1;
18449;23;3;1;222;
18450;173;7;1;1;
18451;141;2;1;1;
18452;17;5;1;1;
18453;185;9;8;175;
18454;48;3;3;1;
18455;148;2;1;1;
18456;48;3;1;1;
18457;63;9;3;1;
18458;41;11;8;1;
18459;124;1;1;1;
18460;80;11;8;1;
18461;72;1;1;1;
18462;193;3;2;1;
18463;51;11;8;1;
18464;55;1;1;1;
18465;179;10;6;1;
18466;26;1;1;1;
18467;2;6;4;1;
18468;34;2;2;1;
18469;44;6;4;1;
18470;107;2;1;1;
18471;132;2;1;1;
18472;5;3;3;51;
18473;6;8;2;1;
18474;187;1;1;1;
18475;104;6;2;1;
18476;172;2;2;1;
18477;7;8;3;1;
18478;43;5;1;1;
18479;31;11;6;1;
18480;159;2;1;52;
18481;89;3;2;1;
18482;171;1;1;1;
18483;183;3;3;1;
18484;144;1;1;1;
18485;199;3;1;1;
18486;118;11;2;1;
18487;141;2;1;1;
18488;139;3;2;1;
18489;68;5;2;1;
18490;73;2;1;1;
18491;46;2;1;1;
18492;188;3;2;1;
18493;79;7;1;1;
18494;9;2;2;1;
18495;109;9;9;1;
18496;80;2;1;1;
18497;114;3;2;1;
18498;147;2;1;1;
18499;88;4;3;1;
18500;36;2;2;1;
18501;123;2;1;1;
18502;164;1;1;1;
18503;75;1;1;1;
18504;137;1;1;1;
18505;49;1;1;1;
18506;95;2;2;1;
18507;163;9;4;1;
18508;66;3;1;1;
18509;112;3;1;1;
18510;80;7;1;1;
18511;78;2;2;1;
18512;112;1;1;1;
18513;7;3;1;1;
18514;105;2;2;1;
18515;61;11;6;1;
18516;42;9;2;1;
18517;8;1;1;1;
18518;2;11;2;1;
18519;98;9;7;1;
18520;14;8;6;295;
18521;101;3;3;1;
18522;179;2;1;1;
18523;42;3;2;1;
18524;75;11;5;1;
18525;20;8;2;1;
18526;68;2;1;1;
18527;50;6;1;1;
18528;20;2;1;1;
18529;91;7;6;1;
18530;20;9;7;1;
18531;187;3;2;1;
18532;64;1;1;1;
18533;190;6;1;1;
18534;154;1;1;1;
18535;184;2;2;1;
18536;9;3;3;1;
18537;164;2;1;1;
18538;200;2;2;1;
18539;50;10;8;1;
18540;126;3;1;1;
18541;25;3;1;1;
18542;157;2;1;1;
18543;80;9;6;1;
18544;157;3;3;1;
18545;167;1;1;1;
18546;3;8;1;1;
18547;89;6;3;1;
18548;174;7;2;1;
18549;98;2;1;1;
18550;73;4;3;1;
18551;168;2;1;1;
18552;93;9;6;1;
18553;168;1;1;374;
18554;41;10;3;1;
18555;83;2;1;1;
18556;49;2;1;1;
18557;126;1;1;1;
18558;183;9;1;1;
18559;183;2;1;1;
18560;48;3;1;1;
18561;8;3;1;1;
18562;119;1;1;1;
18563;155;1;1;1;
18564;156;7;1;1;
18565;173;1;1;1;
18566;65;11;8;1;
18567;26;8;4;1;
18568;76;9;8;1;
18569;152;11;7;1;
18570;167;2;1;1;
18571;45;2;1;1;
18572;36;7;5;1;
18573;5;1;1;1;
18574;104;2;2;1;
18575;191;2;1;275;
18576;72;3;2;1;
18577;80;11;7;1;
18578;95;3;3;1;
18579;12;2;1;1;
18580;130;1;1;1;
18581;46;3;1;1;
18582;178;11;4;1;
18583;194;2;2;1;
18584;21;7;4;1;
18585;168;2;1;1;
18586;19;3;1;1;
18587;33;11;8;1;
18588;45;10;4;1;
18589;111;2;2;1;
18590;158;9;3;317;
18591;152;3;2;1;
18592;29;6;4;1;
18593;162;2;1;1;
18594;1;5;3;1;
18595;77;7;6;1;
18596;12;3;2;1;
18597;156;2;1;1;
18598;15;10;2;359;
18599;107;11;5;1;
18600;110;10;10;1;
18601;81;3;1;1;
18602;174;2;2;1;
18603;71;1;1;1;
18604;37;3;1;1;
18605;68;2;2;1;
18606;107;5;3;1;
18607;44;3;2;1;
18608;49;7;4;1;
18609;143;9;7;1;
18610;65;3;3;1;
18611;109;3;3;1;
18612;170;5;2;1;
18613;69;10;10;1;
18614;174;3;1;1;
18615;10;2;2;1;
18616;28;1;1;1;
18617;113;1;1;1;
18618;142;2;1;1;
18619;107;2;2;1;
18620;147;3;1;1;
18621;96;1;1;199;
18622;183;3;2;1;
18623;39;2;1;1;
18624;183;3;2;1;
18625;9;3;1;1;
18626;157;3;2;1;
18627;80;5;1;1;
18628;152;3;2;1;
18629;1;3;3;1;
18630;49;10;5;1;
18631;89;1;1;1;
18632;162;8;1;1;
18633;47;1;1;1;
18634;12;10;10;1;
18635;113;1;1;1;
18636;95;3;1;1;
18637;105;3;2;1;
18638;12;10;2;1;
18639;74;2;1;1;
18640;147;3;2;151;
18641;89;3;1;1;
18642;122;1;1;1;
18643;164;2;1;1;
18644;119;9;3;1;
18645;83;3;2;1;
18646;184;1;1;1;
18647;42;7;3;1;
18648;194;2;1;1;
18649;155;3;2;1;
18650;55;9;6;1;
18651;79;4;2;1;
18652;49;2;1;1;
18653;49;4;3;1;
18654;183;10;7;1;
18655;31;3;1;1;
18656;50;8;5;1;
18657;129;3;2;1;
18658;34;3;2;90;
18659;67;1;1;1;
18660;32;10;7;1;
18661;124;9;8;1;
18662;103;2;2;1;
18663;166;1;1;1;
18664;30;10;10;1;
18665;63;5;2;1;
18666;183;5;3;1;
18667;95;3;1;1;
18668;185;1;1;1;
18669;24;7;7;1;
18670;173;10;8;1;
18671;10;3;1;1;
18672;186;2;2;1;
18673;106;9;4;1;
18674;170;1;1;1;
18675;170;3;1;1;
18676;199;2;1;1;
18677;142;10;8;1;
18678;163;6;5;1;
18679;155;6;3;1;
18680;188;1;1;1;
18681;18;10;9;1;
18682;104;3;2;1;
18683;111;2;1;1;
18684;93;2;2;1;
18685;4;4;1;1;
18686;66;2;1;1;
18687;72;1;1;1;
18688;72;10;10;1;
18689;97;3;2;1;
18690;5;4;1;1;
18691;5;3;3;1;
18692;109;2;2;1;
18693;174;2;2;133;
18694;93;2;2;1;
18695;19;3;2;1;
18696;134;2;1;1;
18697;180;11;8;1;
18698;102;11;5;1;
18699;57;1;1;1;
18700;133;10;8;1;
18701;165;11;8;1;
18702;119;1;1;1;
18703;152;2;1;1;
18704;133;3;3;1;
18705;58;11;8;1;
18706;147;10;10;1;
18707;130;10;2;1;
18708;12;10;8;1;
18709;163;9;2;1;
18710;130;11;3;1;
18711;83;3;2;1;
18712;98;3;2;1;
18713;157;3;1;1;
18714;172;8;4;1;
18715;30;3;2;1;
18716;193;11;8;1;
18717;183;4;1;1;
18718;103;3;2;1;
18719;5;2;2;1;
18720;162;8;6;1;
18721;24;2;1;1;
18722;76;2;1;1;
18723;75;3;1;240;
18724;55;2;1;1;
18725;37;3;3;1;
18726;87;2;1;1;
18727;81;7;4;1;
18728;154;2;1;1;
18729;121;5;1;1;
18730;89;11;1;1;
18731;115;4;1;1;
18732;183;8;8;1;
18733;118;2;1;1;
18734;102;2;1;1;
18735;199;4;3;1;
18736;162;10;10;1;
18737;196;10;10;1;
18738;86;1;1;1;
18739;94;3;2;1;
18740;168;3;1;1;
18741;147;1;1;1;
18742;121;7;6;1;
18743;111;3;2;1;
18744;62;6;3;1;
18745;44;5;1;1;
18746;23;9;4;1;
18747;155;2;2;1;
18748;63;7;1;244;
18749;10;3;1;1;
18750;147;7;2;1;
18751;78;3;2;1;
18752;34;3;2;1;
18753;95;1;1;1;
18754;109;5;5;1;
18755;31;5;2;1;
18756;127;3;1;1;
18757;115;3;1;1;
18758;85;2;1;1;
18759;160;7;5;1;
18760;142;7;6;1;
18761;54;3;3;1;
18762;67;9;8;1;
18763;88;3;1;1;
18764;152;2;1;1;
18765;66;5;1;1;
18766;193;2;1;1;
18767;162;3;2;1;
18768;189;1;1;1;
18769;116;3;1;1;
18770;28;2;1;1;
18771;45;10;8;1;
18772;65;3;1;1;
18773;25;3;2;1;
18774;183;1;1;1;
18775;61;6;1;1;
18776;188;3;3;1;
18777;152;2;1;1;
18778;66;1;1;1;
18779;106;3;2;1;
18780;154;3;3;1;
18781;135;1;1;1;
18782;191;9;1;1;
18783;139;11;5;1;
18784;190;3;2;1;
18785;102;11;8;1;
18786;169;6;3;1;
18787;194;2;1;1;
18788;184;2;1;1;
18789;87;3;2;1;
18790;185;8;7;1;
18791;20;1;1;1;
18792;35;3;2;1;
18793;129;1;1;1;
18794;162;3;3;1;
18795;79;4;3;1;
18796;196;2;2;1;
18797;79;10;10;1;
18798;136;9;1;1;
18799;128;3;2;1;
18800;180;1;1;1;
18801;123;8;2;1;
18802;120;2;1;1;
18803;68;5;2;1;
18804;98;3;2;275;
18805;94;7;2;1;
18806;194;3;1;1;
18807;152;1;1;1;
18808;44;2;1;1;
18809;22;1;1;364;
18810;28;3;2;1;
18811;126;3;1;1;
18812;53;1;1;1;
18813;57;2;1;1;
18814;199;10;8;1;
18815;69;7;1;1;
18816;144;2;1;1;
18817;35;4;4;1;
18818;120;3;1;1;
18819;17;2;1;1;
18820;5;2;1;1;
18821;1;3;3;1;
18822;23;9;5;1;
18823;40;3;2;1;
18824;167;1;1;1;
18825;194;2;2;188;
18826;45;2;1;1;
18827;163;9;5;1;
18828;162;1;1;1;
18829;26;2;2;1;
18830;50;3;2;1;
18831;154;3;2;1;
18832;42;2;1;1;
18833;121;1;1;1;
18834;66;2;1;1;
18835;148;3;1;1;
18836;149;3;1;1;
18837;58;3;2;1;
18838;149;7;2;1;
18839;36;1;1;1;
18840;125;1;1;1;
18841;64;2;2;1;
18842;95;7;2;1;
18843;96;3;1;1;
18844;102;2;1;1;
18845;36;3;3;1;
18846;44;6;1;1;
18847;46;7;7;1;
18848;148;9;3;42;
18849;186;3;1;1;
18850;139;3;2;1;
18851;110;2;1;1;
18852;136;9;5;1;
18853;123;1;1;1;
18854;115;4;1;1;
18855;104;3;2;1;
18856;132;5;3;1;
18857;66;3;2;1;
18858;56;3;2;1;
18859;110;2;1;1;
18860;114;8;6;1;
18861;53;1;1;1;
18862;87;2;1;1;
18863;5;2;1;1;
18864;186;2;1;1;
18865;175;10;8;1;
18866;33;10;9;1;
18867;60;9;2;1;
18868;96;1;1;1;
18869;18;10;8;1;
18870;107;1;1;1;
18871;88;1;1;1;
18872;50;5;2;1;
18873;78;3;3;1;
18874;177;2;1;1;
18875;183;2;1;1;
18876;117;3;2;1;
18877;5;1;1;1;
18878;146;2;2;1;
18879;146;1;1;1;
18880;81;2;1;1;
18881;36;1;1;1;
18882;50;2;1;1;
18883;95;2;1;1;
18884;98;3;2;1;
18885;102;3;3;1;
18886;38;3;1;1;
18887;81;3;2;1;
18888;86;3;3;1;
18889;177;5;4;1;
18890;66;3;2;1;
18891;52;1;1;1;
18892;106;3;2;211;
18893;26;8;5;1;
18894;34;7;2;1;
18895;46;3;3;1;
18896;199;6;2;1;
18897;160;7;2;1;
18898;111;3;1;1;
18899;187;2;1;376;
18900;184;3;1;1;
18901;93;2;2;1;
18902;6;7;3;1;
18903;40;1;1;1;
18904;119;11;8;1;
18905;99;3;2;1;
18906;67;6;3;1;
18907;184;3;1;1;
18908;35;6;3;1;
18909;13;2;1;1;
18910;112;6;1;1;
18911;113;1;1;1;
18912;42;1;1;1;
18913;49;3;2;1;
18914;102;10;7;1;
18915;125;3;1;1;
18916;148;2;1;1;
18917;40;3;1;1;
18918;192;8;3;1;
18919;17;9;6;1;
18920;176;2;2;1;
18921;142;3;2;1;
18922;120;1;1;1;
18923;117;3;2;1;
18924;22;11;2;1;
18925;29;11;6;1;
18926;135;1;1;1;
18927;106;3;1;1;
18928;38;1;1;1;
18929;20;3;1;1;
18930;4;2;1;1;
18931;46;1;1;357;
18932;129;3;1;1;
18933;103;7;4;1;
18934;46;7;6;1;
18935;89;8;3;1;
18936;34;5;5;1;
18937;158;2;2;1;
18938;188;3;2;1;
18939;164;2;1;1;
18940;57;2;1;1;
18941;171;10;10;1;
18942;61;3;2;1;
18943;64;2;2;1;
18944;171;3;2;1;
18945;93;1;1;1;
18946;186;3;3;1;
18947;81;8;6;1;
18948;26;2;1;1;
18949;147;10;6;1;
18950;139;7;7;1;
18951;119;3;2;1;
18952;190;4;4;1;
18953;47;9;2;1;
18954;130;3;2;1;
18955;148;3;1;1;
18956;116;3;3;1;
18957;90;7;3;1;
18958;72;10;8;1;
18959;166;2;2;1;
18960;183;10;8;1;
18961;89;3;1;1;
18962;109;3;1;1;
18963;6;4;2;1;
18964;184;1;1;1;
18965;85;7;1;1;
18966;96;1;1;1;
18967;14;2;1;1;
18968;184;3;1;1;
18969;134;10;8;1;
18970;19;3;1;1;
18971;193;11;3;1;
18972;117;3;2;1;
18973;129;8;4;1;
18974;64;1;1;1;
18975;87;11;1;1;
18976;167;3;2;1;
18977;107;8;7;1;
18978;158;7;3;1;
18979;192;9;7;1;
18980;31;3;1;1;
18981;164;11;7;1;
18982;188;3;1;1;
18983;7;2;1;1;
18984;16;3;1;1;
18985;74;3;1;200;
18986;115;5;5;1;
18987;23;2;1;1;
18988;12;1;1;1;
18989;133;9;5;1;
18990;46;3;2;265;
18991;147;2;2;1;
18992;37;2;1;1;
18993;194;9;1;1;
18994;56;1;1;384;
18995;38;6;4;1;
18996;22;1;1;1;
18997;147;3;2;1;
18998;91;1;1;1;
18999;1;7;1;1;
19000;186;3;2;1;
19001;137;3;2;1;
19002;112;1;1;1;
19003;147;1;1;1;
19004;25;7;6;1;
19005;10;3;3;1;
19006;32;2;1;72;
19007;162;9;2;1;
19008;139;3;2;1;
19009;36;3;3;1;
19010;45;7;1;1;
19011;91;3;2;1;
19012;18;1;1;1;
19013;98;2;1;1;
19014;20;3;1;1;
19015;135;7;7;1;
19016;186;6;5;1;
19017;89;1;1;1;
19018;56;10;7;1;
19019;25;9;8;451;
19020;35;6;4;1;
19021;102;1;1;1;
19022;58;3;1;1;
19023;111;2;1;181;
19024;118;9;2;38;
19025;140;6;4;1;
19026;137;3;3;1;
19027;40;8;7;1;
19028;21;3;1;1;
19029;29;10;4;134;
19030;143;8;3;1;
19031;118;7;1;1;
19032;28;1;1;1;
19033;70;6;4;1;
19034;199;3;2;1;
19035;60;2;2;1;
19036;39;6;3;1;
19037;118;3;1;1;
19038;99;2;2;1;
19039;146;11;8;1;
19040;104;1;1;1;
19041;183;3;1;34;
19042;87;2;1;1;
19043;109;11;8;1;
19044;181;1;1;1;
19045;84;2;1;1;
19046;100;3;2;1;
19047;168;10;7;1;
19048;24;5;4;1;
19049;64;3;1;1;
19050;28;3;1;131;
19051;168;1;1;135;
19052;22;9;3;1;
19053;114;1;1;1;
19054;72;3;1;1;
19055;191;3;3;1;
19056;183;1;1;1;
19057;120;1;1;1;
19058;160;9;7;1;
19059;54;2;1;1;
19060;72;3;2;1;
19061;42;3;1;1;
19062;147;5;1;1;
19063;83;2;1;1;
19064;152;6;3;202;
19065;6;1;1;1;
19066;3;11;8;1;
19067;98;8;3;1;
19068;169;9;9;39;
19069;157;11;1;1;
19070;81;2;2;1;
19071;158;3;1;1;
19072;72;10;5;1;
19073;2;2;1;1;
19074;35;3;1;1;
19075;28;5;4;1;
19076;88;3;1;1;
19077;138;10;4;1;
19078;50;3;1;1;
19079;78;3;2;1;
19080;40;1;1;1;
19081;149;3;2;1;
19082;67;6;2;1;
19083;157;3;1;1;
19084;170;9;8;1;
19085;195;3;3;1;
19086;80;3;1;1;
19087;172;8;5;1;
19088;87;10;8;1;
19089;169;3;1;1;
19090;99;7;4;1;
19091;106;3;3;1;
19092;109;7;1;1;
19093;46;3;2;1;
19094;37;9;7;1;
19095;192;3;3;1;
19096;55;1;1;1;
19097;115;3;2;1;
19098;111;6;3;1;
19099;190;6;1;1;
19100;78;10;10;1;
19101;110;3;1;1;
19102;104;2;1;1;
19103;44;1;1;1;
19104;60;3;2;1;
19105;174;3;1;1;
19106;190;10;5;1;
19107;107;2;2;1;
19108;178;4;3;1;
19109;94;11;5;1;
19110;169;3;1;1;
19111;18;7;3;1;
19112;35;6;2;1;
19113;47;10;10;1;
19114;81;2;1;1;
19115;60;2;1;1;
19116;199;1;1;1;
19117;97;2;2;1;
19118;171;3;2;1;
19119;160;2;1;1;
19120;9;3;3;1;
19121;77;1;1;1;
19122;34;3;1;1;
19123;160;1;1;1;
19124;150;3;2;1;
19125;148;2;1;1;
19126;142;2;1;1;
19127;17;8;5;1;
19128;21;1;1;1;
19129;111;2;1;1;
19130;26;11;4;1;
19131;12;1;1;1;
19132;112;5;2;1;
19133;48;1;1;1;
19134;173;10;10;1;
19135;53;1;1;1;
19136;160;3;1;1;
19137;121;3;3;1;
19138;25;5;2;1;
19139;183;1;1;1;
19140;177;3;1;1;
19141;109;3;2;1;
19142;54;1;1;1;
19143;175;3;2;1;
19144;95;6;1;1;
19145;159;2;2;1;
19146;51;3;2;1;
19147;158;8;6;1;
19148;75;3;1;1;
19149;181;2;2;1;
19150;52;9;3;1;
19151;141;9;6;1;
19152;60;3;2;1;
19153;192;8;2;1;
19154;116;7;6;1;
19155;38;8;8;1;
19156;117;8;4;1;
19157;44;2;1;1;
19158;157;2;1;206;
19159;33;1;1;1;
19160;7;3;2;1;
19161;116;11;2;1;
19162;69;3;1;74;
19163;195;1;1;1;
19164;41;10;10;1;
19165;186;9;6;1;
19166;131;4;1;1;
19167;69;3;2;1;
19168;200;3;2;1;
19169;91;9;4;1;
19170;20;10;8;1;
19171;83;3;1;1;
19172;40;2;2;1;
19173;93;10;3;1;
19174;77;1;1;1;
19175;2;3;3;1;
19176;8;3;1;1;
19177;15;11;8;1;
19178;188;8;4;1;
19179;152;7;6;1;
19180;63;1;1;1;
19181;116;11;4;1;
19182;83;2;2;1;
19183;37;3;1;1;
19184;149;9;4;1;
19185;172;6;5;1;
19186;107;3;1;1;
19187;52;1;1;1;
19188;181;10;10;1;
19189;61;2;1;1;
19190;144;4;2;1;
19191;28;3;3;1;
19192;84;3;2;1;
19193;185;2;1;1;
19194;95;9;7;1;
19195;20;2;1;1;
19196;132;3;3;1;
19197;57;11;8;1;
19198;54;7;1;1;
19199;1;1;1;1;
19200;49;10;9;1;
19201;63;11;8;1;
19202;132;1;1;1;
19203;171;3;2;1;
19204;35;2;1;1;
19205;144;8;2;1;
19206;47;10;10;1;
19207;93;9;9;1;
19208;12;10;8;1;
19209;128;9;3;1;
19210;66;7;3;1;
19211;183;3;1;1;
19212;30;3;2;1;
19213;62;3;2;1;
19214;114;6;5;1;
19215;39;3;2;1;
19216;140;7;5;1;
19217;141;8;3;1;
19218;196;3;3;1;
19219;76;1;1;1;
19220;187;7;7;1;
19221;172;2;1;1;
19222;6;8;3;1;
19223;173;2;2;1;
19224;195;1;1;1;
19225;162;2;1;1;
19226;8;3;3;1;
19227;168;9;2;1;
19228;153;2;2;1;
19229;77;4;2;1;
19230;144;8;4;1;
19231;43;9;3;1;
19232;100;6;1;1;
19233;68;1;1;1;
19234;37;7;1;1;
19235;141;5;3;1;
19236;44;10;10;1;
19237;179;10;10;1;
19238;72;1;1;1;
19239;94;2;1;1;
19240;94;7;3;341;
19241;148;1;1;1;
19242;198;4;1;1;
19243;124;3;2;1;
19244;76;6;3;1;
19245;83;9;9;1;
19246;195;10;9;1;
19247;154;2;2;110;
19248;35;5;1;1;
19249;178;3;2;1;
19250;31;9;5;1;
19251;56;3;3;1;
19252;178;3;1;1;
19253;118;1;1;1;
19254;4;7;2;1;
19255;63;9;5;1;
19256;77;3;1;1;
19257;152;3;2;1;
19258;6;3;1;1;
19259;138;7;4;1;
19260;60;8;3;1;
19261;132;3;3;1;
19262;166;9;7;1;
19263;170;1;1;1;
19264;4;3;1;20;
19265;91;5;4;1;
19266;55;3;2;1;
19267;156;3;1;1;
19268;130;1;1;1;
19269;142;3;1;1;
19270;168;3;1;1;
19271;142;10;8;1;
19272;100;2;1;1;
19273;87;2;1;241;
19274;37;1;1;1;
19275;187;9;1;1;
19276;124;2;1;1;
19277;43;3;1;1;
19278;125;1;1;1;
19279;171;2;1;1;
19280;6;3;2;135;
19281;146;1;1;1;
19282;191;1;1;1;
19283;138;8;2;1;
19284;30;2;1;1;
19285;139;10;8;1;
19286;118;8;2;1;
19287;38;3;1;1;
19288;23;3;1;1;
19289;135;3;3;1;
19290;66;8;4;1;
19291;42;1;1;1;
19292;38;3;2;1;
19293;169;1;1;1;
19294;22;8;7;1;
19295;70;4;3;1;
19296;186;2;1;1;
19297;109;10;10;1;
19298;2;9;7;1;
19299;53;3;2;1;
19300;125;1;1;1;
19301;159;5;2;1;
19302;50;2;1;110;
19303;155;9;7;328;
19304;99;1;1;1;
19305;92;9;5;1;
19306;81;3;1;1;
19307;110;2;2;1;
19308;38;3;2;1;
19309;187;3;1;205;
19310;39;3;1;1;
19311;2;3;1;1;
19312;39;1;1;1;
19313;59;3;3;1;
19314;42;11;8;1;
19315;160;8;7;1;
19316;119;3;2;1;
19317;19;9;8;1;
19318;162;1;1;1;
19319;112;2;1;1;
19320;165;2;1;1;
19321;39;3;2;1;
19322;186;4;1;1;
19323;199;3;1;1;
19324;156;1;1;1;
19325;106;1;1;1;
19326;163;3;1;1;
19327;169;4;2;1;
19328;73;1;1;1;
19329;6;3;1;1;
19330;12;2;2;1;
19331;189;9;8;1;
19332;147;2;1;1;
19333;139;3;2;1;
19334;154;2;1;1;
19335;143;2;1;1;
19336;129;2;2;1;
19337;127;3;1;1;
19338;142;9;3;47;
19339;92;1;1;1;
19340;36;2;1;1;
19341;179;3;2;1;
19342;95;8;2;1;
19343;150;3;1;1;
19344;188;3;1;1;
19345;135;3;3;1;
19346;56;3;2;1;
19347;41;2;1;254;
19348;45;11;8;1;
19349;64;2;2;1;
19350;77;7;1;1;
19351;126;2;2;1;
19352;139;9;7;1;
19353;13;1;1;1;
19354;200;9;2;1;
19355;63;2;1;1;
19356;53;1;1;1;
19357;26;3;1;1;
19358;21;1;1;1;
19359;3;10;1;1;
19360;116;9;7;1;
19361;120;1;1;1;
19362;179;2;1;1;
19363;102;3;2;1;
19364;133;3;2;1;
19365;24;10;8;215;
19366;78;5;4;1;
19367;186;5;2;1;
19368;199;1;1;1;
19369;23;11;8;1;
19370;192;1;1;1;
19371;80;3;1;1;
19372;40;10;4;1;
19373;67;3;2;1;
19374;149;3;2;1;
19375;138;2;2;1;
19376;111;3;1;1;
19377;124;2;1;1;
19378;13;3;2;1;
19379;76;3;2;1;
19380;13;3;1;1;
19381;134;1;1;1;
19382;40;2;1;1;
19383;38;3;2;1;
19384;73;2;1;1;
19385;37;2;1;1;
19386;20;2;1;1;
19387;21;1;1;1;
19388;25;9;6;1;
19389;130;4;2;1;
19390;31;3;1;1;
19391;188;1;1;1;
19392;58;3;3;1;
19393;93;11;4;1;
19394;96;5;1;1;
19395;101;2;2;1;
19396;10;6;1;1;
19397;132;9;5;1;
19398;51;2;1;1;
